,precursor_ids,target,doi,year,type
1511,"['BaCO3', 'Sm2O3', 'Ta2O5', 'TiO2', 'ZrO2']",Ba4Sm2Zr1.2Ti2.8Ta6O30,10.1063/1.5048555,2018,test
1512,"['BaCO3', 'Sm2O3', 'Ta2O5', 'TiO2', 'ZrO2']",Ba4Sm2Zr2Ti2Ta6O30,10.1063/1.5048555,2018,test
1513,"['BaCO3', 'Sm2O3', 'Ta2O5', 'TiO2', 'ZrO2']",Ba4Sm2Zr2.8Ti1.2Ta6O30,10.1063/1.5048555,2018,test
1514,"['CuO', 'SrO2', 'SrSO4', 'Tl2O3']",Sr4Cu2TlSO5,10.1063/1.5049855,2018,test
1515,"['CuO', 'SrO2', 'SrSO4', 'Tl2O3']",Sr4Cu2TlSO4,10.1063/1.5049855,2018,test
1516,"['Cr2O3', 'CuO', 'SrO2', 'SrSO4', 'Tl2O3']",Sr4CrCu2TlO4,10.1063/1.5049855,2018,test
1517,"['Al', 'B', 'Mn']",Mn2AlB2,10.1063/1.5054379,2018,test
1518,"['Fe2O3', 'Gd2O3', 'TeO2']",GdFeTeO6,10.1063/1.5054675,2018,test
1519,"['CuCl2', 'CuO']",Cu2OCl2,10.1063/1.5054928,2018,test
1520,"['In', 'Se', 'Te']",In2Te2.7Se0.3,10.1063/1.5057734,2018,test
1521,"['In', 'Se', 'Te']",In2Te2.88Se0.12,10.1063/1.5057734,2018,test
1522,"['Cr', 'Ge', 'La', 'Te']",La0.06Cr2Ge1.94Te6,10.1063/1.5064787,2018,test
1523,"['Cr', 'Ga', 'Ge', 'Te']",Cr2Ga0.06Ge1.94Te6,10.1063/1.5064787,2018,test
1524,"['Cr', 'Ge', 'Te', 'Ti']",Ti0.06Cr1.94Ge2Te6,10.1063/1.5064787,2018,test
1525,"['Cr', 'Fe', 'Ge', 'Te']",Cr1.98Fe0.02Ge2Te6,10.1063/1.5064787,2018,test
1526,"['Cr', 'Fe', 'Ge', 'Te']",Cr1.94Fe0.06Ge2Te6,10.1063/1.5064787,2018,test
1527,"['Cr', 'Fe', 'Ge', 'Te']",Cr1.9Fe0.1Ge2Te6,10.1063/1.5064787,2018,test
1528,"['Cr', 'Fe', 'Ge', 'Te']",Cr1.86Fe0.14Ge2Te6,10.1063/1.5064787,2018,test
1529,"['Bi2O3', 'Er2O3', 'Gd2O3']",Gd0.0067Er0.1Bi0.56O1,10.1111/ijac.12824,2018,test
1530,"['Bi2O3', 'Er2O3', 'Gd2O3']",Gd0.0333Er0.1Bi0.5333O1,10.1111/ijac.12824,2018,test
1531,"['Bi2O3', 'Er2O3', 'Gd2O3']",Gd0.0067Er0.1333Bi0.5267O1,10.1111/ijac.12824,2018,test
1532,"['Bi2O3', 'Er2O3', 'Gd2O3']",Gd0.0333Er0.1333Bi0.5O1,10.1111/ijac.12824,2018,test
1533,"['As', 'I', 'S', 'Sb']",SbAsS2I2,10.1111/ijag.12279,2018,test
1534,"['Li2CO3', 'LiCl', 'NaP(HO2)2']",Na4Li2P4O13,10.1111/ijag.12316,2018,test
1535,"['Bi2O3', 'GeO2', 'Nb2O5', 'ZnO']",Nb0.1641Zn0.1094Ge0.1172Bi0.1641O1,10.1111/ijag.12343,2018,test
1536,"['Bi2O3', 'GeO2', 'Nb2O5', 'ZnO']",Nb0.1929Zn0.1183Ge0.0551Bi0.1929O1,10.1111/ijag.12343,2018,test
1537,"['Na2CO3', 'TeO2', 'WO3', 'ZnO']",Na0.1961Zn0.1471Te0.0098W0.2451O1,10.1111/jace.15464,2018,test
1538,"['Bi2O3', 'CaCO3', 'VH4NO3']",Ca9V7BiO28,10.1111/jace.15545,2018,test
1539,"['Bi2O3', 'CaCO3', 'MgO', 'VH4NO3']",Ca7.5Mg1.5V7BiO28,10.1111/jace.15545,2018,test
1540,"['Al2O3', 'BaO', 'CaO', 'MgO', 'SiO2']",BaCaMgAl2SiO8,10.1111/jace.15559,2018,test
1541,"['BaCO3', 'Sm2O3']",BaSm2O4,10.1111/jace.15810,2018,test
1542,"['BaCO3', 'Sm2O3']",Ba3Sm4O9,10.1111/jace.15810,2018,test
1543,"['BaCO3', 'SiO2', 'Y2O3']",Ba2Y1.94Si4O13,10.1111/jace.16048,2018,test
1544,"['BaCO3', 'SiO2', 'Y2O3']",Ba2Y2Si4O13,10.1111/jace.16048,2018,test
1545,"['Al2O3', 'CaCO3', 'ZnO']",Ca3ZnAl4O10,10.1111/jace.16065,2018,test
1546,"['Al(HO)3', 'P2O5', 'ZnO']",AlZn3P13O37,10.1111/jace.16067,2018,test
1547,"['Al(HO)3', 'Nd2O3', 'P2O5', 'ZnO']",Nd0.0027Al0.0271Zn0.0813P0.3496O1,10.1111/jace.16067,2018,test
1548,"['Al2O3', 'B2O3', 'Bi2O3', 'CaCO3']",Ca0.0552Al0.1326Bi0.0037B0.4936O1,10.1111/jace.16084,2018,test
1549,"['Al2O3', 'CaF2', 'GeO2', 'LiF']",Li2Ca5Al6Ge10O29F12,10.1111/jace.16095,2018,test
1550,"['Na2CO3', 'SiO2', 'ZnO', 'ZnSe']",Na20Zn15Si25Se2O73,10.1111/jace.16102,2018,test
1551,"['Na2CO3', 'SiO2', 'Ta2O5']",Na2Ta2SiO8,10.1111/jace.16121,2018,test
1552,"['Bi2O3', 'Na2CO3', 'SiO2']",Na40SiBi2O25,10.1111/jace.16121,2018,test
1553,"['As', 'Cu', 'Te']",Cu15As30Te55,10.1111/jace.16137,2018,test
1554,"['GeO2', 'Na2CO3', 'TiO2']",Na2TiGeO5,10.1111/jace.16156,2018,test
1555,"['Cr2O3', 'GeO2', 'Na2CO3', 'TiO2']",Na2Ti0.995Cr0.005GeO5,10.1111/jace.16156,2018,test
1556,"['B2O3', 'BaCO3']",Ba0.4004B0.3998O1,10.1111/jace.16165,2018,test
1557,"['La2O3', 'Li2CO3', 'Mn2O3', 'Sb2O3']",LiLa2Mn0.002Sb0.998O6,10.1149/2.0191801jss,2018,test
1558,"['GeO2', 'MgF2', 'MgO']",Mg4GeO5.5F,10.1149/2.0241801jss,2018,test
1559,"['GeO2', 'MgF2', 'MgO', 'TiO2']",Mg4Ti0.05Ge0.95O5.5F,10.1149/2.0241801jss,2018,test
1560,"['GeO2', 'MgF2', 'MgO', 'TiO2']",Mg4Ti0.1Ge0.9O5.5F,10.1149/2.0241801jss,2018,test
1561,"['GeO2', 'MgF2', 'MgO', 'TiO2']",Mg4Ti0.15Ge0.85O5.5F,10.1149/2.0241801jss,2018,test
1562,"['GeO2', 'MgF2', 'MgO', 'TiO2']",Mg4Ti0.2Ge0.8O5.5F,10.1149/2.0241801jss,2018,test
1563,"['Cr2O3', 'FeO', 'Na2O2', 'TiO2']",Na0.66Ti0.333Cr0.333Fe0.333O2,10.1149/2.0631803jes,2018,test
1564,"['Al', 'Mg']",Mg3Al2,10.1149/2.0881809jes,2018,test
1565,"['Li2CO3', 'Mn2O3', 'Ta2O5']",Li1.3Ta0.3Mn0.4O2,10.1002/adfm.201808294,2019,test
1566,"['B', 'Y', 'Zr']",YZrB24,10.1002/adfm.201900293,2019,test
1567,"['S', 'Si', 'Zr']",ZrSiS,10.1002/adfm.201900438,2019,test
1568,"['Mo', 'MoBr2', 'S']",Mo6S3Br6,10.1002/adfm.201902951,2019,test
1569,"['CuO', 'Fe2O3', 'Mn2O3', 'Na2CO3']",Na0.9Mn0.48Fe0.3Cu0.22O2,10.1002/adfm.201903795,2019,test
1570,"['Li2CO3', 'SiO2', 'Ta2O5']",LiTaSiO5,10.1002/adfm.201904232,2019,test
1571,"['CsNO3', 'Nb2O5', 'WO3']",CsNbW2O9,10.1002/adma.201903620,2019,test
1572,"['Ba(NO3)2', 'La2O3', 'LiNO3', 'Nb2O5', 'ZrO2']",Li6.5Ba0.5La2.5ZrNbO12,10.1002/smll.202000279,2020,test
1573,"['Sb', 'Zn']",Zn1.1Sb,10.1002/admi.201900467,2019,test
1574,"['Ge', 'Sb', 'Zn']",Zn1.09Ge0.01Sb,10.1002/admi.201900467,2019,test
1575,"['Ge', 'Sb', 'Zn']",Zn1.08Ge0.02Sb,10.1002/admi.201900467,2019,test
1576,"['Ge', 'Sb', 'Zn']",Zn1.06Ge0.04Sb,10.1002/admi.201900467,2019,test
1577,"['Ge', 'Sb', 'Zn']",Zn1.04Ge0.06Sb,10.1002/admi.201900467,2019,test
1578,"['Al2O3', 'Mg5H2(C2O7)2', 'SrCO3']",Sr2MgAl22O36,10.1002/adom.201801419,2019,test
1579,"['CaCO3', 'Ga2O3']",Ca3Ga4O9,10.1002/adom.201900006,2019,test
1580,"['GeO2', 'Li2CO3', 'Y2O3']",LiYGeO4,10.1002/adom.201900526,2019,test
1581,"['Li2CO3', 'SiO2', 'Ta2O5', 'ZrO2']",Li1.125Zr0.125Ta0.875SiO5,10.1002/aenm.201803821,2019,test
1582,"['Li2CO3', 'SiO2', 'Ta2O5', 'ZrO2']",Li1.2Zr0.2Ta0.8SiO5,10.1002/aenm.201803821,2019,test
1583,"['Li2CO3', 'SiO2', 'Ta2O5', 'ZrO2']",Li1.25Zr0.25Ta0.75SiO5,10.1002/aenm.201803821,2019,test
1584,"['Li2CO3', 'SiO2', 'Ta2O5', 'ZrO2']",Li1.3Zr0.3Ta0.7SiO5,10.1002/aenm.201803821,2019,test
1585,"['Li2CO3', 'SiO2', 'Ta2O5', 'ZrO2']",Li1.5Zr0.5Ta0.5SiO5,10.1002/aenm.201803821,2019,test
1586,"['CsF', 'LiF']",CsLiF2,10.1002/aenm.201900503,2019,test
1587,"['Li2CO3', 'Mn2O3', 'Nb2O5']",Li1.2Nb0.2Mn0.6O2,10.1002/aenm.201901255,2019,test
1588,"['Li2CO3', 'Mn2O3', 'Nb2O5']",Li1.4Nb0.4Mn0.2O2,10.1002/aenm.201901255,2019,test
1589,"['CuO', 'Nb2O5']",Nb34Cu2O87,10.1002/aenm.201902174,2019,test
1590,"['CaCO3', 'Ga2O3', 'SrCO3']",Sr2CaGa6O12,10.1002/anie.201901373,2019,test
1591,"['CaCO3', 'Ga2O3', 'PbO']",CaGa4PbO8,10.1002/anie.201901373,2019,test
1592,"['CaCO3', 'Ga2O3', 'PbO']",Ca2Ga8PbO15,10.1002/anie.201901373,2019,test
1593,"['Mo', 'S', 'Se']",MoSe2,10.1002/cctc.201900682,2019,test
1594,"['Co', 'P', 'S']",CoPS,10.1002/celc.201900212,2019,test
1595,"['Al', 'Ba', 'Pt']",BaPtAl2,10.1002/chem.201901867,2019,test
1596,"['Al', 'Pt', 'Sr']",SrPtAl2,10.1002/chem.201901867,2019,test
1597,"['Al', 'Ca', 'Pt']",CaPtAl2,10.1002/chem.201901867,2019,test
1598,"['Al', 'Eu', 'Pt']",EuPtAl2,10.1002/chem.201901867,2019,test
1599,"['In', 'Sn', 'Te']",In0.04Sn2.94Te3,10.1002/smll.201902493,2019,test
1600,"['Cu', 'In', 'Sn', 'Te']",Cu0.24In0.04Sn2.94Te3.12,10.1002/smll.201902493,2019,test
1601,"['Cu', 'In', 'Sn', 'Te']",Cu0.3In0.04Sn2.94Te3.15,10.1002/smll.201902493,2019,test
1602,"['Cu', 'In', 'Sn', 'Te']",Cu0.36In0.04Sn2.94Te3.18,10.1002/smll.201902493,2019,test
1603,"['Cu', 'In', 'Sn', 'Te']",Cu0.42In0.04Sn2.94Te3.21,10.1002/smll.201902493,2019,test
1604,"['Cu', 'In', 'Sn', 'Te']",Cu0.48In0.04Sn2.94Te3.24,10.1002/smll.201902493,2019,test
1605,"['CaO', 'CuO', 'Er2O3', 'SrO', 'Tl2O3']",Sr2CaEr0.3Cu2Tl0.7O7,10.1007/s00339-018-2316-8,2019,test
1606,"['CaO', 'CuO', 'Rb2CO3', 'SrO', 'Tl2O3']",Rb0.3Sr2CaCu2Tl0.7O7,10.1007/s00339-018-2316-8,2019,test
1607,"['CaO', 'CuO', 'Na2CO3', 'SrO', 'Tl2O3']",Na0.3Sr2CaCu2Tl0.7O7,10.1007/s00339-018-2316-8,2019,test
1608,"['CaO', 'CuO', 'Gd2O3', 'SrO', 'Tl2O3']",Sr2CaGd0.3Cu2Tl0.7O7,10.1007/s00339-018-2316-8,2019,test
1609,"['CaO', 'CuO', 'La2O3', 'SrO', 'Tl2O3']",Sr2CaLa0.3Cu2Tl0.7O7,10.1007/s00339-018-2316-8,2019,test
1610,"['BaCO3', 'Co3O4', 'Fe3O4', 'TiO2']",Ba0.65Ti0.65Fe0.7Co0.35O3.35,10.1007/s00339-018-2333-7,2019,test
1611,"['Cr2O3', 'SrCO3', 'TiO2']",Sr2TiCrO6,10.1007/s10853-018-03298-3,2019,test
1612,"['In', 'Sn', 'Zn']",Zn2.8In50.7Sn46.5,10.1007/s10853-018-2964-2,2019,test
1613,"['BaCO3', 'Bi2O3', 'Fe2O3', 'Sm2O3', 'TiO2']",Ba0.11Sm0.0268Ti0.11Fe0.2233Bi0.1965O1,10.1007/s10853-019-03404-z,2019,test
1614,"['CaCO3', 'MgO', 'Sb2O3', 'Y2O3']",CaMgYSbO6,10.1007/s10854-018-00590-5,2019,test
1615,"['B(HO)3', 'CaCO3', 'SiO2']",CaB2SiO6,10.1007/s10854-018-00646-6,2019,test
1616,"['La2O3', 'SiO2', 'SrCO3', 'SrCl2']",Sr4La5.4Si6O24Cl2,10.1007/s10854-018-0452-8,2019,test
1617,"['La2O3', 'SiO2', 'SrCO3', 'SrCl2']",Sr4La4.8Si6O24Cl2,10.1007/s10854-018-0452-8,2019,test
1618,"['La2O3', 'SiO2', 'SrCO3', 'SrCl2']",Sr4La4.2Si6O24Cl2,10.1007/s10854-018-0452-8,2019,test
1619,"['La2O3', 'SiO2', 'SrCO3', 'SrCl2']",Sr4La3.6Si6O24Cl2,10.1007/s10854-018-0452-8,2019,test
1620,"['La2O3', 'SiO2', 'SrCO3', 'SrCl2']",Sr4La3Si6O24Cl2,10.1007/s10854-018-0452-8,2019,test
1621,"['La2O3', 'SiO2', 'SrCO3', 'SrCl2']",Sr4La2.4Si6O24Cl2,10.1007/s10854-018-0452-8,2019,test
1622,"['La2O3', 'SiO2', 'SrCO3', 'SrCl2']",Sr4La1.8Si6O24Cl2,10.1007/s10854-018-0452-8,2019,test
1623,"['Bi2O3', 'Fe2O3', 'La2O3']",La0.5Fe0.5BiO3,10.1007/s10854-018-0465-3,2019,test
1624,"['CuO', 'Ta2O5', 'TiO2']",Ti2Ta2Cu3O12,10.1007/s10854-018-0541-8,2019,test
1625,"['CuO', 'MgO', 'Ta2O5', 'TiO2']",Mg0.05Ti2Ta2Cu2.95O12,10.1007/s10854-018-0541-8,2019,test
1626,"['CuO', 'MgO', 'Ta2O5', 'TiO2']",Mg0.1Ti2Ta2Cu2.9O12,10.1007/s10854-018-0541-8,2019,test
1627,"['CuO', 'MgO', 'Ta2O5', 'TiO2']",Mg0.2Ti2Ta2Cu2.8O12,10.1007/s10854-018-0541-8,2019,test
1628,"['Li2SO4', 'Na2SO4']",Na0.4Li1.6SO4,10.1007/s10854-018-0543-6,2019,test
1629,"['Eu2O3', 'SrCO3', 'Ta2O5', 'Y2O3']",Sr2Eu0.04Y0.96TaO6,10.1007/s10854-018-0563-2,2019,test
1630,"['Eu2O3', 'SrCO3', 'Ta2O5', 'Y2O3']",Sr2Eu0.06Y0.94TaO6,10.1007/s10854-018-0563-2,2019,test
1631,"['Eu2O3', 'SrCO3', 'Ta2O5', 'Y2O3']",Sr2Eu0.08Y0.92TaO6,10.1007/s10854-018-0563-2,2019,test
1632,"['Eu2O3', 'SrCO3', 'Ta2O5', 'Y2O3']",Sr2Eu0.12Y0.88TaO6,10.1007/s10854-018-0563-2,2019,test
1633,"['Eu2O3', 'SrCO3', 'Ta2O5', 'Y2O3']",Sr2Eu0.15Y0.85TaO6,10.1007/s10854-018-0563-2,2019,test
1634,"['Eu2O3', 'SrCO3', 'Ta2O5', 'Y2O3']",Sr2Eu0.18Y0.82TaO6,10.1007/s10854-018-0563-2,2019,test
1635,"['Eu2O3', 'SrCO3', 'Ta2O5', 'Y2O3']",Sr2Eu0.2Y0.8TaO6,10.1007/s10854-018-0563-2,2019,test
1636,"['La2O3', 'MnO2', 'PbO']",La0.67MnPb0.33O3,10.1007/s10854-019-00835-x,2019,test
1637,"['Fe2O3', 'La2O3', 'MnO2', 'PbO']",La0.67Mn0.95Fe0.05Pb0.33O3,10.1007/s10854-019-00835-x,2019,test
1638,"['Fe2O3', 'La2O3', 'MnO2', 'PbO']",La0.67Mn0.9Fe0.1Pb0.33O3,10.1007/s10854-019-00835-x,2019,test
1639,"['Al', 'La']",La10Al90,10.1007/s11837-018-3176-6,2019,test
1640,"['Ni', 'Zn']",Ni2Zn11,10.1016/j.actamat.2018.10.012,2019,test
1641,"['Nb', 'Ni', 'Ti']",Ti39Nb20Ni41,10.1016/j.actamat.2018.10.030,2019,test
1642,"['CaCO3', 'MnO2', 'Nb2O5']",Ca2Nb0.04Mn0.96O4,10.1016/j.actamat.2018.10.052,2019,test
1643,"['Al', 'Sm']",Sm10Al90,10.1016/j.actamat.2018.11.027,2019,test
1644,"['B', 'Co']",Co2B,10.1016/j.actamat.2018.11.034,2019,test
1645,"['Cr', 'Nb', 'Ti', 'V']",TiNbVCr,10.1016/j.actamat.2019.06.002,2019,test
1646,"['Mo', 'Nb', 'Ti', 'V']",TiNbVMo,10.1016/j.actamat.2019.06.002,2019,test
1647,"['Hf', 'Nb', 'Ti', 'Zr']",HfZrTiNb,10.1016/j.actamat.2019.06.002,2019,test
1648,"['CoO', 'Nb2O5', 'PbO']",Nb0.667Co0.333PbO3,10.1016/j.actamat.2019.07.037,2019,test
1649,"['CaCO3', 'La2O3', 'TiO2']",Ca2La2Ti5O15,10.1016/j.apcatb.2019.117950,2019,test
1650,"['Al', 'Sn']",AlSn,10.1016/j.apsusc.2019.03.233,2019,test
1651,"['BaCO3', 'Co3O4', 'Eu2O3']",BaEuCo2O5.5,10.1016/j.jallcom.2019.152775,2020,test
1652,"['Pd', 'Zn']",Pd10Zn42,10.1016/j.cattod.2018.10.050,2019,test
1653,"['Pd', 'Zn']",PdZn,10.1016/j.cattod.2018.10.050,2019,test
1654,"['AgNO3', 'Nb2O5']",Nb13AgO33,10.1016/j.cej.2019.02.091,2019,test
1655,"['Ag', 'Ga', 'Se']",Ag9GaSe6,10.1016/j.cej.2019.05.179,2019,test
1656,"['Ag', 'AgI', 'Ga', 'Se']",Ag9GaSe5.99I0.01,10.1016/j.cej.2019.05.179,2019,test
1657,"['Ag', 'Cu', 'Ga', 'Se']",Ag8.28Cu0.72GaSe6,10.1016/j.cej.2019.05.179,2019,test
1658,"['Ag', 'Ga', 'Se']",Ag8.9GaSe6,10.1016/j.cej.2019.05.179,2019,test
1659,"['CaCO3', 'Ga2O3', 'MnCO3', 'ZnO']",Ca14Mn0.15Zn6Ga9.85O35,10.1016/j.cej.2019.05.201,2019,test
1660,"['CaCO3', 'PH9(NO2)2', 'Y2O3']",Ca9Y(PO4)7,10.1016/j.cej.2019.121976,2019,test
1661,"['Ga2O3', 'SiO2', 'SrCO3']",SrGa2Si2O8,10.1016/j.cej.2019.122016,2019,test
1662,"['Al2O3', 'CaCO3', 'SrCO3', 'ZrO2']",Sr0.5Ca6.5ZrAl6O18,10.1016/j.conbuildmat.2019.02.073,2019,test
1663,"['Co', 'Cr']",CrCo,10.1016/j.corsci.2018.11.028,2019,test
1664,"['Al', 'Mg', 'Y', 'Zn']",Mg96Y2ZnAl,10.1016/j.corsci.2018.12.037,2019,test
1665,"['Ca', 'Mg', 'Y', 'Zn']",Ca0.75Mg96.25Y2Zn,10.1016/j.corsci.2018.12.037,2019,test
1666,"['Ca', 'Mg', 'Y', 'Zn']",Ca0.5Mg96.5Y2Zn,10.1016/j.corsci.2018.12.037,2019,test
1667,"['Ca', 'Mg', 'Y', 'Zn']",CaMg96Y2Zn,10.1016/j.corsci.2018.12.037,2019,test
1668,"['La', 'Mg']",MgLaH5,10.1016/j.cplett.2018.10.083,2019,test
1669,"['CaCO3', 'Fe(NO3)3', 'La2O3', 'Ni(NO3)2', 'TiO2']",Ca0.37La0.43Ti0.94Fe0.03Ni0.03O3,10.1016/j.electacta.2019.03.126,2019,test
1670,"['CaCO3', 'La2O3', 'Ni(NO3)2', 'TiO2']",Ca0.37La0.43Ti0.94Ni0.06O3,10.1016/j.electacta.2019.03.126,2019,test
1671,"['Li2CO3', 'MnCO3', 'Ni2O3']",Li2Mn1.5Ni0.5O4,10.1016/j.electacta.2019.04.162,2019,test
1672,"['Fe(CO2)2', 'LiP(HO2)2', 'MnCO3']",LiMn0.5Fe0.5PO4,10.1016/j.electacta.2019.05.066,2019,test
1673,"['S', 'Se', 'Sn']",SnSeS,10.1016/j.electacta.2019.06.041,2019,test
1674,"['Li2CO3', 'Ni(HO)2', 'RuO2']",Li1.15Ru0.575Ni0.275O2,10.1016/j.electacta.2019.135015,2019,test
1675,"['Al2O3', 'Fe2O3', 'SiO2']",Fe3Al2Si3O12,10.1016/j.epsl.2018.10.015,2019,test
1676,"['Al2O3', 'MgO', 'SiO2']",Mg3Al2Si3O12,10.1016/j.epsl.2018.10.015,2019,test
1677,"['Bi2O3', 'La2O3', 'TiO2']",La2Ti5Bi2O16,10.1016/j.infrared.2019.103072,2019,test
1678,"['BaCO3', 'CaCO3', 'Co2O3', 'Fe2O3', 'Sm2O3']",Ba0.75Ca0.25SmFeCoO5,10.1016/j.jallcom.2018.08.143,2019,test
1679,"['Cu', 'Ge', 'S']",Cu2GeS3,10.1016/j.jallcom.2018.08.206,2019,test
1680,"['Gd2O3', 'La2O3', 'ZrO2']",GdLaZr2O7,10.1016/j.jallcom.2018.08.326,2019,test
1681,"['Cr2O3', 'MnO2', 'Y2O3']",YCr0.61Mn0.39O3,10.1016/j.jallcom.2018.09.019,2019,test
1682,"['CaCO3', 'Gd2O3']",CaGd4,10.1016/j.jallcom.2018.09.022,2019,test
1683,"['Al', 'Co', 'Cu', 'Fe', 'Ni']",FeCoNiCuAl,10.1016/j.jallcom.2018.09.096,2019,test
1684,"['Al2O3', 'LiF']",LiAl4O6F,10.1016/j.jallcom.2018.09.199,2019,test
1685,"['Ho', 'Ni']",HoNi2,10.1016/j.jallcom.2018.09.305,2019,test
1686,"['BaCO3', 'Bi2O3', 'CoO', 'Fe2O3', 'NiO']",Ba2.8Fe36Co1.5Ni0.5Bi0.8O60,10.1016/j.jallcom.2018.09.339,2019,test
1687,"['BaCO3', 'Bi2O3', 'Fe2O3', 'NiO']",Ba2.8Fe36Ni2Bi0.8O60,10.1016/j.jallcom.2018.09.339,2019,test
1688,"['AlN', 'Mg3N2', 'Sr3N2']",Sr2MgAl5N7,10.1016/j.jallcom.2018.09.370,2019,test
1689,"['B2O3', 'SiO2']",Si4B2O11,10.1016/j.jallcom.2018.10.004,2019,test
1690,"['BaCO3', 'CaCO3', 'Ta2O5']",Ba3CaTa2O9,10.1016/j.jallcom.2018.10.185,2019,test
1691,"['Mn', 'Si']",Mn36.4Si63.6,10.1016/j.jallcom.2018.10.209,2019,test
1692,"['Mn', 'Re', 'Si']",Re6Mn30.4Si63.6,10.1016/j.jallcom.2018.10.209,2019,test
1693,"['Al2S3', 'Cu', 'K2S', 'S']",K2Cu3AlS4,10.1016/j.jallcom.2018.10.239,2019,test
1694,"['Bi2O3', 'Fe2O3', 'Li2CO3', 'TiO2', 'ZnO']",Li0.465Ti0.1Fe2.21Zn0.27Bi0.003O4,10.1016/j.jallcom.2018.10.279,2019,test
1695,"['Bi2O3', 'Fe2O3', 'Li2CO3', 'TiO2', 'ZnO']",Li0.515Ti0.15Fe2.135Zn0.27Bi0.003O4,10.1016/j.jallcom.2018.10.279,2019,test
1696,"['Bi2O3', 'Fe2O3', 'Li2CO3', 'TiO2', 'ZnO']",Li0.565Ti0.2Fe2.06Zn0.27Bi0.003O4,10.1016/j.jallcom.2018.10.279,2019,test
1697,"['Bi2O3', 'Fe2O3', 'Li2CO3', 'TiO2', 'ZnO']",Li0.615Ti0.25Fe1.985Zn0.27Bi0.003O4,10.1016/j.jallcom.2018.10.279,2019,test
1698,"['Cr', 'Ti', 'V']",Ti10V60Cr30,10.1016/j.jallcom.2018.10.283,2019,test
1699,"['Cr', 'Ti', 'V']",Ti20V50Cr30,10.1016/j.jallcom.2018.10.283,2019,test
1700,"['Cr', 'Ti', 'V']",Ti30V40Cr30,10.1016/j.jallcom.2018.10.283,2019,test
1701,"['Cr', 'Ti', 'V']",Ti40V30Cr30,10.1016/j.jallcom.2018.10.283,2019,test
1702,"['Cr', 'Ti', 'V']",Ti50V20Cr30,10.1016/j.jallcom.2018.10.283,2019,test
1703,"['Ni', 'Zr']",Zr7Ni10,10.1016/j.jallcom.2018.10.283,2019,test
1704,"['Al', 'Y']",Y10Al,10.1016/j.jallcom.2018.10.346,2019,test
1705,"['Ge', 'Sn', 'Te']",Sn0.5Ge0.487Te,10.1016/j.jallcom.2018.11.051,2019,test
1706,"['Ge', 'Pb', 'Sn', 'Te']",Sn0.4Ge0.3896Te1Pb0.2,10.1016/j.jallcom.2018.11.051,2019,test
1707,"['Ge', 'Pb', 'Sn', 'Te']",Sn0.335Ge0.3263Te1Pb0.33,10.1016/j.jallcom.2018.11.051,2019,test
1708,"['Ge', 'Pb', 'Sn', 'Te']",Sn0.25Ge0.2435Te1Pb0.5,10.1016/j.jallcom.2018.11.051,2019,test
1709,"['Ge', 'Pb', 'Sn', 'Te']",Sn0.2Ge0.1948Te1Pb0.6,10.1016/j.jallcom.2018.11.051,2019,test
1710,"['Ge', 'Pb', 'Sn', 'Te']",Sn0.1Ge0.0974Te1Pb0.8,10.1016/j.jallcom.2018.11.051,2019,test
1711,"['Ga2O3', 'GeO2', 'MgO']",Mg4Ga4Ge3O16,10.1016/j.jallcom.2018.11.065,2019,test
1712,"['Cr2O3', 'Ga2O3', 'GeO2', 'MgO']",Mg4Cr0.01Ga3.99Ge3O16,10.1016/j.jallcom.2018.11.065,2019,test
1713,"['Ni2O3', 'Sb2O5', 'SrCO3']",Sr3NiSb2O9,10.1016/j.jallcom.2018.11.074,2019,test
1714,"['Fe', 'K', 'Na', 'Se']",K0.64Na0.16Fe2Se2,10.1016/j.jallcom.2018.11.076,2019,test
1715,"['NiO', 'Ta2O5', 'ZrO2']",ZrTa2NiO8,10.1016/j.jallcom.2018.11.132,2019,test
1716,"['Al', 'C', 'Mn']",MnAlC,10.1016/j.jallcom.2018.11.175,2019,test
1717,"['Co', 'La', 'Mg', 'Ni']",Mg0.5La1.5Co0.5Ni6.5,10.1016/j.jallcom.2018.11.196,2019,test
1718,"['BeO', 'Cr2O3', 'GeO2', 'La2O3']",Be2La3CrGe3O14,10.1016/j.jallcom.2018.11.227,2019,test
1719,"['BeO', 'Cr2O3', 'GeO2', 'Nd2O3']",Be2Nd3CrGe3O14,10.1016/j.jallcom.2018.11.227,2019,test
1720,"['Co2O3', 'Fe2O3', 'SrCO3']",Sr3Fe21.6Co2O37.4,10.1016/j.jallcom.2018.11.256,2019,test
1721,"['In', 'Sb', 'Zn']",Zn12.5In0.5Sb10,10.1016/j.jallcom.2018.11.339,2019,test
1722,"['In', 'Sb', 'Zn']",Zn12In0.5Sb10,10.1016/j.jallcom.2018.11.339,2019,test
1723,"['In', 'Sb', 'Zn']",Zn12.9In0.1Sb10,10.1016/j.jallcom.2018.11.339,2019,test
1724,"['In', 'Sb', 'Zn']",Zn12.8In0.2Sb10,10.1016/j.jallcom.2018.11.339,2019,test
1725,"['In', 'Sb', 'Zn']",Zn12.7In0.3Sb10,10.1016/j.jallcom.2018.11.339,2019,test
1726,"['In', 'Sb', 'Zn']",Zn12.6In0.4Sb10,10.1016/j.jallcom.2018.11.339,2019,test
